oldid,genre_ids,id,popularity,title,vote_average,revenue
2684,"[10752, 36, 28, 18]",522162,44.316,Midway,7.2,127420861
6497,"[27, 9648]",11096,20.875,Hide and Seek,6.4,127369981
7033,"[878, 28, 53]",34851,52.743,Predators,6.2,127233108
997,"[18, 9648, 53]",682507,76.541,Where the Crawdads Sing,7.6,127000000
3639,"[28, 12, 35]",11006,12.882,Smokey and the Bandit,6.9,126737428
7768,"[16, 10751, 12]",77951,27.721,Walking with Dinosaurs,6.1,126546518
4681,"[35, 18]",1552,10.522,Parenthood,6.7,126297830
666,"[80, 18, 9648, 53]",2118,21.086,L.A. Confidential,7.8,126216940
9833,[35],225886,43.973,Sex Tape,5.4,126069509
7129,"[28, 35]",109414,34.088,This Is the End,6.2,126041322
198,"[18, 14, 28]",397567,75.535,Along with the Gods: The Two Worlds,8.1,125983972
4123,"[28, 12, 53, 10752, 9648]",476669,123.239,The King's Man,6.8,125928656
8401,"[28, 80, 53]",278924,38.931,Mechanic: Resurrection,5.9,125729635
6324,[35],10246,18.655,Porky's,6.4,125728258
8360,"[27, 53, 9648]",3597,20.152,I Know What You Did Last Summer,5.9,125586134
5347,"[878, 28, 12]",80274,30.478,Ender's Game,6.6,125537191
5088,"[27, 9648, 35]",440021,25.56,Happy Death Day,6.6,125479266
7040,"[28, 16, 35, 10751]",268531,29.817,Captain Underpants: The First Epic Movie,6.2,125427681
1500,"[28, 12, 53, 10752]",1368,48.873,First Blood,7.5,125212904
520,"[28, 878, 16]",503314,39.588,Dragon Ball Super: Broly,7.9,125002821
9357,"[35, 10749]",10327,25.721,"Legally Blonde 2: Red, White & Blonde",5.6,124914842
1254,"[80, 18, 53]",9366,26.948,Donnie Brasco,7.5,124909762
1934,"[12, 28, 53]",658,34.165,Goldfinger,7.3,124881062
7013,"[28, 35]",323675,26.313,Ride Along 2,6.2,124827316
1545,"[18, 10402]",1677,22.023,Ray,7.4,124731534
4561,"[35, 18, 10749, 14]",5994,26.118,The Family Man,6.7,124700000
612,"[16, 10751, 14]",14836,132.803,Coraline,7.8,124600000
3104,"[53, 878, 18]",860,12.746,WarGames,7.1,124600000
4759,"[18, 80, 10749]",913,22.861,The Thomas Crown Affair,6.7,124305181
1957,"[35, 18, 10752]",801,14.413,"Good Morning, Vietnam",7.3,123922370
7249,"[878, 12, 28]",2135,23.731,The Time Machine,6.2,123729176
503,"[18, 10749]",266856,31.518,The Theory of Everything,7.9,123726688
3480,"[18, 36]",1165,16.825,The Queen,7.0,123384128
4431,"[10749, 35]",11003,15.157,The Wedding Singer,6.8,123306987
6897,"[35, 14, 10751]",35019,38.876,Nanny McPhee and the Big Bang,6.3,123276807
5086,"[14, 35, 10751]",11283,42.241,Nanny McPhee,6.6,123276807
698,"[12, 14, 18]",587,28.248,Big Fish,7.8,123218424
5665,"[12, 18]",309302,7.576,Wolf Totem,6.5,123205624
5818,"[10751, 16, 28, 12, 35]",274862,28.427,The Lego Ninjago Movie,6.5,123081555
6182,"[16, 12, 10751, 35]",72197,17.527,The Pirates! In an Adventure with Scientists!,6.4,123054041
4682,"[28, 53]",107846,33.578,Escape Plan,6.7,122915111
8687,"[878, 28, 18, 53]",10357,19.592,Volcano,5.9,122823468
3484,"[35, 27]",338967,39.09,Zombieland: Double Tap,7.0,122801777
769,"[18, 36]",6844,49.226,The Ten Commandments,7.7,122700000
844,"[37, 16, 12, 35, 10751, 18]",9023,68.912,Spirit: Stallion of the Cimarron,7.7,122563539
9030,"[16, 35, 10751, 12]",227783,20.375,The Nut Job,5.7,122529966
7770,"[878, 28, 53]",19959,23.437,Surrogates,6.1,122444772
2563,"[18, 36]",22954,18.498,Invictus,7.2,122426792
5825,"[35, 10751]",6283,21.299,MouseHunt,6.5,122417389
2762,[27],609,25.279,Poltergeist,7.1,122200000
8813,"[28, 14]",9312,24.707,Mortal Kombat,5.8,122195920
238,"[18, 53, 80]",146233,42.437,Prisoners,8.1,122126687
9199,"[27, 53]",480414,50.992,The Curse of La Llorona,5.7,122033739
2627,"[12, 14, 10751]",10601,28.301,Peter Pan,7.2,121975011
6996,"[28, 12, 18, 53]",2320,17.01,Executive Decision,6.3,121969216
4165,"[18, 28]",296524,30.588,Deepwater Horizon,6.8,121790373
220,"[18, 10749]",4348,44.523,Pride & Prejudice,8.1,121616555
2291,"[35, 10749]",549053,46.445,Last Christmas,7.3,121550750
6638,"[12, 36]",300168,21.781,Dragon Blade,6.3,121545703
3364,"[12, 28, 53, 878]",563,32.676,Starship Troopers,7.0,121214377
2018,"[28, 12, 18, 36, 10752]",15384,16.05,Red Cliff Part II,7.3,121059225
1134,[35],491418,34.457,Instant Family,7.6,120989656
1238,"[28, 18, 36]",1579,66.513,Apocalypto,7.5,120654337
3502,"[12, 18, 10751]",9036,21.383,Eight Below,7.0,120455994
2236,"[12, 28, 35, 53, 80]",941,30.885,Lethal Weapon,7.3,120207127
4597,"[18, 35, 10751]",74465,17.012,We Bought a Zoo,6.7,120081841
46,"[18, 10752]",423,39.746,The Pianist,8.4,120072577
833,"[35, 18, 878]",297222,14.472,PK,7.7,120000000
5564,"[878, 28, 12, 53]",193,14.079,Star Trek: Generations,6.5,120000000
9038,[18],1375,32.941,Rocky V,5.7,119946358
6634,"[28, 53, 9648]",399035,21.254,The Commuter,6.3,119942387
8393,"[80, 35, 10749]",11775,19.408,Intolerable Cruelty,5.9,119940815
2867,"[16, 12, 35, 10751, 14, 27]",639721,283.425,The Addams Family 2,7.1,119815153
8510,[35],88042,14.202,Parental Guidance,5.9,119772232
7423,"[35, 12]",9285,20.053,Road Trip,6.2,119754278
1774,"[35, 18, 10749]",153,23.428,Lost in Translation,7.4,119723856
9453,"[28, 12, 10751, 35, 878]",9488,38.701,Spy Kids 2: The Island of Lost Dreams,5.6,119723358
8991,"[35, 18, 14]",2928,9.187,Michael,5.8,119718203
4688,"[12, 35, 10751, 14]",499701,39.151,Dora and the Lost City of Gold,6.7,119682635
5992,"[35, 16, 12, 10751, 14]",400157,21.094,Wonder Park,6.5,119559110
4434,"[28, 18, 10752, 10749, 53]",369885,26.608,Allied,6.8,119520023
2183,"[37, 35]",11072,16.636,Blazing Saddles,7.3,119500000
5501,"[35, 18, 36]",6538,17.648,Charlie Wilson's War,6.6,119483446
883,"[18, 35]",1633,19.862,Fried Green Tomatoes,7.7,119418501
2071,"[12, 18, 10749]",11816,11.529,On Golden Pond,7.3,119285432
8716,"[28, 12, 35, 18, 9648]",7364,24.079,Sahara,5.8,119269486
8627,"[28, 35, 80]",306,26.729,Beverly Hills Cop III,5.9,119208989
9503,[27],806,21.228,The Omen,5.6,119188334
5213,"[53, 18]",2251,31.72,Unfaithful,6.6,119137784
6484,"[27, 18, 53]",332567,27.781,The Shallows,6.4,119100758
7856,"[27, 9648]",9286,45.247,Final Destination 3,6.1,118890272
7365,"[10749, 18]",10207,16.769,Message in a Bottle,6.2,118880016
6255,"[28, 27, 53]",316727,46.127,The Purge: Election Year,6.4,118587880
9545,"[10751, 35]",10438,18.192,Beethoven's 2nd,5.5,118243066
7753,[35],9955,20.41,Blades of Glory,6.1,118200000
1324,"[10749, 14, 16]",3933,106.335,Corpse Bride,7.5,118133252
6473,[35],356305,28.4,Why Him?,6.4,118102725
7862,"[53, 28, 10749, 878, 12]",10003,10.83,The Saint,6.1,118063304
6155,"[878, 28, 12, 53]",200,17.283,Star Trek: Insurrection,6.4,118000000
651,"[10751, 18, 16, 10752, 10749]",149870,32.288,The Wind Rises,7.8,117932401
9586,"[28, 12, 36, 10749, 18]",76649,19.57,Pompeii,5.5,117831631
7346,"[35, 18]",264999,19.505,Magic Mike XXL,6.2,117813057
4927,"[53, 18, 9648]",8271,20.481,Disturbia,6.7,117760134
6111,"[28, 35, 80]",11001,23.195,Blue Streak,6.4,117758500
4808,"[18, 53, 80, 9648]",10731,14.813,The Client,6.7,117615211
8335,"[53, 18, 9648, 878]",10145,15.853,The Forgotten,5.9,117592831
4119,"[9648, 35, 80]",445571,24.272,Game Night,6.8,117501013
4052,"[12, 18, 10749, 28]",9476,22.856,A Knight's Tale,6.9,117487473
8874,"[10751, 35]",12139,24.085,Dennis the Menace,5.8,117270765
673,"[18, 10749]",1366,46.325,Rocky,7.8,117250402
3622,"[18, 10749]",55787,13.771,Water for Elephants,6.9,117094902
7907,"[35, 10751]",15189,13.045,Hotel for Dogs,6.1,117000198
6106,"[27, 35, 10749]",82654,25.681,Warm Bodies,6.4,116980662
2032,[18],866,14.455,Finding Neverland,7.3,116766556
6924,"[18, 28, 53, 80]",9882,20.273,The Siege,6.3,116672912
8037,[27],6466,43.651,Freddy vs. Jason,6.0,116643421
7646,"[28, 53, 80]",9257,27.572,S.W.A.T.,6.1,116643346
8864,"[16, 35, 10751]",9907,24.595,Barnyard,5.8,116476887
9235,"[28, 14, 27]",72331,73.747,Abraham Lincoln: Vampire Hunter,5.7,116471580
4723,[35],2925,14.31,The First Wives Club,6.7,116400000
9724,"[18, 53]",867,26.055,Sliver,5.4,116300000
312,"[80, 18]",524,31.919,Casino,8.0,116112375
6399,"[12, 28, 53]",681,24.814,Diamonds Are Forever,6.4,116019547
3256,"[28, 18, 53]",5919,14.622,The Towering Inferno,7.0,116000000
1919,[18],132363,16.512,The Butler,7.3,115922175
6306,"[36, 18]",71688,14.137,The Iron Lady,6.4,115890699
5783,"[28, 878]",2789,14.242,The Chronicles of Riddick,6.5,115772733
9581,"[27, 9648, 53]",23437,36.143,A Nightmare on Elm Street,5.5,115664037
488,"[10749, 18]",11036,68.254,The Notebook,7.9,115603229
4188,"[18, 10749]",2288,21.533,Closer,6.8,115505027
2066,"[35, 10402, 10749]",114150,26.096,Pitch Perfect,7.3,115400000
7016,"[35, 10749]",10521,30.11,Bride Wars,6.2,115375850
5562,"[14, 28, 12, 18]",8840,14.779,DragonHeart,6.5,115267375
738,"[10402, 35, 28, 80]",525,25.23,The Blues Brothers,7.7,115229890
6943,"[12, 18, 28, 10749, 10751]",8856,28.635,The Karate Kid Part II,6.3,115103979
6008,"[35, 53, 80]",8012,16.161,Get Shorty,6.5,115101622
876,"[35, 80]",522627,44.464,The Gentlemen,7.7,114996853
4104,"[18, 10749, 10752]",22971,20.936,Dear John,6.8,114977104
3503,"[18, 9648, 10749]",2044,22.123,The Lake House,7.0,114830111
2877,"[28, 36, 10752]",10590,24.479,We Were Soldiers,7.1,114660784
9313,[35],384682,27.122,Office Christmas Party,5.6,114501299
6961,"[18, 35, 10749]",82696,15.315,Hope Springs,6.3,114281051
9660,"[12, 14]",68737,40.289,Seventh Son,5.5,114178613
5506,"[27, 53]",21407,16.367,The Collector,6.6,114000000
4527,"[18, 10749, 36]",1439,12.234,Anna and the King,6.8,113996937
7012,"[35, 18, 10402, 10749]",6282,23.606,Coyote Ugly,6.2,113916474
7398,"[27, 53, 80]",11917,38.008,Saw V,6.2,113864059
3680,"[80, 9648, 53]",320,15.881,Insomnia,6.9,113714830
4847,"[28, 80, 53, 9648]",11371,17.569,The Score,6.7,113579918
8987,[878],9482,21.618,Judge Dredd,5.8,113493481
8418,"[878, 27, 28]",9348,27.447,Species,5.9,113374103
9432,"[35, 80, 18]",9879,22.383,Striptease,5.6,113309743
5218,"[28, 18, 53]",12113,17.375,Body of Lies,6.6,113280098
5202,"[28, 53]",7555,58.123,Rambo,6.6,113244290
9229,"[14, 28, 878, 12]",353491,29.03,The Dark Tower,5.7,113231078
3840,"[35, 80]",12153,71.195,White Chicks,6.9,113086475
1047,"[80, 18, 9648]",3580,22.384,Changeling,7.6,113020255
6827,"[27, 53, 9648]",280092,29.447,Insidious: Chapter 3,6.3,112983889
1344,"[35, 878, 14, 27]",36685,20.003,The Rocky Horror Picture Show,7.5,112892319
5470,[27],9532,48.086,Final Destination,6.6,112880294
88,"[18, 14, 28]",518068,65.845,Along with the Gods: The Last 49 Days,8.3,112790210
1896,"[35, 18, 36]",140823,17.419,Saving Mr. Banks,7.4,112544580
9669,"[35, 10751, 14]",23023,31.534,Tooth Fairy,5.5,112462508
9073,"[27, 53]",157433,25.344,Pet Sematary,5.7,112399944
7115,"[35, 10749]",259694,35.499,How to Be Single,6.2,112343513
2904,"[10752, 28, 18, 36]",282631,16.404,The Admiral: Roaring Currents,7.1,112156811
6204,"[18, 27, 878, 10749]",3036,14.202,Mary Shelley's Frankenstein,6.4,112006296
5000,"[27, 53]",238636,48.626,The Purge: Anarchy,6.7,111928365
1218,"[18, 10749, 10752]",907,29.395,Doctor Zhivago,7.5,111858363
8171,[35],257091,22.029,Get Hard,6.0,111811453
5559,"[28, 53, 12]",667,31.672,You Only Live Twice,6.5,111584787
5528,"[14, 28, 53]",834,28.722,Underworld: Evolution,6.6,111476513
2901,"[35, 18]",440472,22.046,The Upside,7.1,111353135
9165,"[10749, 35, 12]",8676,21.032,Fool's Gold,5.7,111231041
1123,"[12, 10751, 18]",481848,51.605,The Call of the Wild,7.6,111105497
4060,[35],521777,24.847,Good Boys,6.9,111037232
5989,[35],10021,9.375,The Secret of My Success,6.5,110996879
5134,"[80, 18, 10749, 9648, 53]",12150,11.854,Sea of Love,6.6,110879513
9640,"[35, 12, 28]",6519,20.019,The Dukes of Hazzard,5.5,110803676
8228,"[80, 18, 9648, 53, 28]",1642,11.552,The Net,6.0,110627965
8012,"[28, 53]",6623,16.854,The Peacemaker,6.0,110463140
5910,"[14, 35, 10751]",4244,20.652,The Kid,6.5,110317580
2347,[18],60308,23.531,Moneyball,7.2,110206216
8655,"[16, 35, 10751]",175574,20.281,Free Birds,5.9,110000000
8400,"[878, 12, 28]",299687,32.121,The 5th Wave,5.9,109906372
6165,"[12, 14, 16, 10751]",16690,23.074,Return to Never Land,6.4,109862682
137,"[18, 9648, 878]",1124,33.063,The Prestige,8.2,109676311
1234,"[12, 16, 10751, 14, 878]",9016,40.435,Treasure Planet,7.5,109578115
3134,"[35, 18, 10749]",9675,13.69,Sideways,7.1,109502303
1176,"[18, 53, 9648]",2649,21.21,The Game,7.6,109423648
1284,"[18, 53, 80, 9648]",15472,20.684,The Girl with the Dragon Tattoo,7.5,109421911
1082,"[18, 35, 10402]",71,19.582,Billy Elliot,7.6,109280263
30,[18],510,35.742,One Flew Over the Cuckoo's Nest,8.4,108981275
7511,"[28, 12, 53, 80]",13387,41.195,Transporter 3,6.1,108979549
1578,"[18, 10749]",8055,21.717,The Reader,7.4,108902486
8788,[35],325133,30.354,Neighbors 2: Sorority Rising,5.8,108758521
8222,"[28, 53]",48340,36.617,Sanctum,6.0,108609310
1247,"[10749, 18, 36]",921,19.839,Cinderella Man,7.5,108539911
3079,"[18, 35]",11050,14.636,Terms of Endearment,7.1,108423749
6109,"[35, 10749]",20048,35.52,Confessions of a Shopaholic,6.4,108332743
3523,"[53, 878, 18, 27]",333371,30.101,10 Cloverfield Lane,7.0,108286421
4954,"[16, 35, 10751, 14]",170687,22.077,The Boxtrolls,6.7,108255770
2991,"[35, 28, 12]",203801,26.58,The Man from U.N.C.L.E.,7.1,108145109
4247,"[37, 12, 28]",2023,25.505,Hidalgo,6.8,108103450
7664,[27],10065,31.621,The Amityville Horror,6.1,108047131
5182,"[28, 35, 10752]",6415,17.526,Three Kings,6.6,108000000
6385,"[12, 14, 16, 10751]",9992,34.661,Arthur and the Invisibles,6.4,107944236
5369,"[35, 18, 10749]",9087,16.97,The American President,6.6,107879496
7330,[35],227159,28.391,Horrible Bosses 2,6.2,107670357
8278,"[28, 12, 80, 53]",479,16.874,Shaft,6.0,107626125
8983,"[35, 80]",12118,17.719,Police Academy 3: Back in Training,5.8,107600000
7094,[27],9373,43.827,The Texas Chainsaw Massacre,6.2,107363905
7609,"[27, 53]",10781,37.793,The Texas Chainsaw Massacre: The Beginning,6.1,107363905
5633,"[35, 12]",3049,23.836,Ace Ventura: Pet Detective,6.5,107217396
7505,"[28, 18, 53]",7007,15.425,Rising Sun,6.1,107198790
3687,"[10751, 16, 12, 35]",77174,33.198,ParaNorman,6.9,107139399
7927,"[18, 14]",44603,18.929,Hereafter,6.1,106956330
5439,"[18, 53]",1945,12.784,Nell,6.6,106683817
6143,"[35, 10749]",10761,19.079,Made of Honor,6.4,106407672
6064,"[35, 80]",2069,16.107,The Whole Nine Yards,6.4,106371651
8763,"[12, 10751, 14, 878, 53, 28]",13836,18.631,Race to Witch Mountain,5.8,106303988
3295,"[18, 10402, 10751]",2054,12.161,Mr. Holland's Opus,7.0,106269971
1128,[18],12102,12.542,Kramer vs. Kramer,7.6,106260000
3436,"[10751, 16, 35, 12]",263109,17.439,Shaun the Sheep Movie,7.0,106209378
7898,"[80, 10749, 53]",10396,19.684,Tequila Sunrise,6.1,105900000
4262,"[18, 35]",2755,13.584,About Schmidt,6.8,105834556
3862,"[35, 10749, 18]",38408,26.706,Life As We Know It,6.9,105734416
3211,"[36, 18]",369972,21.077,First Man,7.0,105702570
8927,"[12, 14, 28, 35, 53]",4442,24.272,The Brothers Grimm,5.8,105316267
3962,"[35, 80, 18]",2322,16.354,Sneakers,6.9,105232691
6573,"[80, 18, 28, 53]",82682,14.84,Gangster Squad,6.3,105200903
6606,"[80, 9648, 53, 28]",2043,21.212,Along Came a Spider,6.3,105178561
5909,"[35, 10749, 18]",9870,26.373,Forgetting Sarah Marshall,6.5,105173115
8289,[35],266294,18.917,Sisters,6.0,105011053
8741,"[16, 10751, 35, 878, 12]",16866,23.604,Planet 51,5.8,104945765
923,"[35, 18, 10749]",37247,24.595,The Graduate,7.7,104945305
188,"[27, 878]",348,62.533,Alien,8.1,104931801
8807,[35],77953,17.671,The Campaign,5.8,104907746
1493,"[28, 80, 18]",2034,31.618,Training Day,7.5,104876233
1283,"[28, 35]",51533,14.571,Let the Bullets Fly,7.5,104731450
5004,"[12, 35, 878]",7453,18.947,The Hitchhiker's Guide to the Galaxy,6.7,104478416
4429,"[80, 28, 878]",198184,66.032,Chappie,6.8,104399548
9196,"[53, 28, 35, 878]",10771,21.532,The Tuxedo,5.7,104391623
6815,[35],296099,42.207,Vacation,6.3,104384188
8744,"[28, 53]",3512,24.792,Under Siege 2: Dark Territory,5.8,104324083
6982,"[27, 878, 53]",8843,20.247,The Cell,6.3,104155843
1772,"[28, 35, 80, 14]",9470,38.809,Kung Fu Hustle,7.4,104000000
832,"[28, 80, 53]",637649,115.395,Wrath of Man,7.7,103966489
8036,"[16, 10751]",13700,32.999,Home on the Range,6.0,103951461
1786,"[27, 9648, 80]",176,53.993,Saw,7.4,103911669
7559,"[53, 80, 9648]",8688,14.584,Snake Eyes,6.1,103891409
2240,"[18, 14, 37]",922,11.845,Dead Man,7.3,103800000
7542,"[12, 35, 80]",8592,12.535,Dick Tracy,6.1,103738726
3731,[35],19494,9.903,Nine to Five,6.9,103300000
5056,"[10751, 16, 12, 35]",16340,18.949,Rugrats in Paris: The Movie,6.7,103291131
1467,"[18, 35]",194662,38.27,Birdman or (The Unexpected Virtue of Ignorance),7.5,103215094
5272,"[35, 10749, 18]",3525,12.626,Working Girl,6.6,103173635
6654,"[35, 10749]",10314,21.427,She's All That,6.3,103166989
8329,"[35, 10749]",11638,12.44,Guess Who,6.0,103121466
1144,"[35, 10751, 14]",433,32.232,Mary Poppins,7.6,103082380
6074,"[10751, 12, 14]",54318,28.713,The Water Horse,6.4,103071443
8092,"[53, 878, 18, 9648]",157353,23.984,Transcendence,6.0,103039258
5884,"[27, 53]",616820,255.19,Halloween Ends,6.5,103000000
1480,"[18, 53]",11349,17.17,Cape Fear,7.5,103000000
5273,"[27, 28, 878]",1576,22.33,Resident Evil,6.6,102984862
7104,"[27, 80, 9648, 53]",298250,42.724,Jigsaw,6.2,102952888
3769,"[18, 35, 10749, 14]",9007,20.413,Just Like Heaven,6.9,102854431
9615,"[9648, 27]",14435,15.778,My Bloody Valentine,5.5,102836002
8359,"[35, 18, 53]",9894,16.843,The Cable Guy,5.9,102825796
3228,"[18, 35, 10749]",43347,56.98,Love & Other Drugs,7.0,102820008
4341,[35],57214,84.358,Project X,6.8,102731865
963,"[80, 18, 9648, 53]",1592,24.185,Primal Fear,7.6,102616183
2,"[18, 80]",240,64.344,The Godfather Part II,8.6,102600000
2256,"[35, 27]",19908,49.221,Zombieland,7.3,102391540
5915,"[53, 80, 28]",11808,27.076,U.S. Marshals,6.5,102367405
9539,"[10751, 16]",9904,27.811,The Wild,5.5,102338515
1018,"[37, 18, 80]",642,26.666,Butch Cassidy and the Sundance Kid,7.6,102308889
3314,"[28, 27]",924,37.967,Dawn of the Dead,7.0,102278712
2943,"[18, 53, 80]",8470,18.391,John Q,7.1,102244770
8333,"[14, 35, 10749]",12556,22.422,Ghosts of Girlfriends Past,5.9,102223269
9201,"[35, 878, 27, 53]",9890,15.276,The Stepford Wives,5.7,102000000
6365,"[35, 10749]",397,12.981,French Kiss,6.4,101982854
7955,"[28, 878, 12, 35, 10751]",88751,32.148,Journey to the Center of the Earth,6.0,101702060
8161,"[53, 878, 28, 80]",8831,16.113,Timecop,6.0,101646581
5236,"[28, 35, 80]",10189,20.668,Pineapple Express,6.6,101624843
8675,"[35, 80]",9072,36.467,Little Man,5.9,101595121
9080,"[35, 10749]",12090,19.289,Just Married,5.7,101564935
9023,"[28, 35]",10040,18.529,Miss Congeniality 2: Armed and Fabulous,5.7,101393569
6357,"[35, 14, 878]",75,28.269,Mars Attacks!,6.4,101371017
3709,"[18, 10749, 14]",24420,18.215,The Time Traveler's Wife,6.9,101344412
4979,[18],236751,30.707,Heaven Is for Real,6.7,101332962
5822,[35],21629,10.239,Stir Crazy,6.5,101300000
6619,"[28, 53]",1647,14.843,The Recruit,6.3,101191884
5735,"[18, 35]",274479,21.454,Joy,6.5,101134059
6027,"[18, 53, 9648, 10752]",10684,11.367,Courage Under Fire,6.5,100860818
29,"[18, 53, 35]",550,96.401,Fight Club,8.4,100853753
7256,"[10751, 35]",218778,15.562,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,100654149
5634,"[27, 9648]",588,36.165,Silent Hill,6.5,100605135
6208,"[27, 878, 9648, 53]",395992,48.098,Life,6.4,100541806
9924,[35],226486,18.178,Tammy,5.3,100525432
911,"[35, 18]",773,13.954,Little Miss Sunshine,7.7,100523181
7392,"[10751, 16, 35, 12]",14444,33.226,The Rugrats Movie,6.2,100491683
6144,"[28, 18, 53]",10671,12.967,Airport,6.4,100489151
6671,"[18, 53, 36]",1247,19.049,The Good Shepherd,6.3,100266865
4226,[18],9563,18.215,Any Given Sunday,6.8,100230832
5960,"[10751, 14, 18, 12]",16523,30.699,Where the Wild Things Are,6.5,100140916
1836,[18],205220,10.033,Philomena,7.4,100129872
8532,"[12, 35, 10751, 14]",10488,8.67,Nim's Island,5.9,100076342
7183,"[53, 9648]",12103,17.342,Don't Say a Word,6.2,100020092
6311,"[28, 53]",341013,29.404,Atomic Blonde,6.4,100014025
3647,[35],6471,11.84,The Jerk,6.9,100000000
5,"[35, 18, 10749]",19404,34.265,Dilwale Dulhania Le Jayenge,8.6,100000000
7794,"[28, 53, 18]",1620,37.428,Hitman,6.1,99965753
3027,"[18, 10749]",77877,54.846,The Lucky One,7.1,99357138
5027,"[14, 28]",1487,31.336,Hellboy,6.7,99318987
6300,"[12, 28, 35, 37]",8584,15.526,Shanghai Noon,6.4,99274467
6613,"[35, 10751]",9353,42.648,Nacho Libre,6.3,99255460
3409,[18],160588,19.888,Blue Jasmine,7.0,99206215
1938,"[12, 35, 10751, 14]",420814,22.919,Christopher Robin,7.3,99138899
888,"[35, 18]",211954,25.042,Instructions Not Included,7.7,99067206
204,"[28, 12, 878]",545611,94.103,Everything Everywhere All at Once,8.1,99000000
6036,"[18, 80, 36]",261023,20.381,Black Mass,6.5,98837872
5621,"[14, 35, 10749]",12185,9.695,Heaven Can Wait,6.5,98800000
7106,"[28, 80, 14, 12]",217923,15.727,Young Detective Dee: Rise of the Sea Dragon,6.2,98774891
602,"[18, 36]",314365,26.487,Spotlight,7.8,98690254
7440,[35],11353,16.262,Bowfinger,6.2,98625775
6772,"[27, 53, 9648]",298312,20.651,The Visit,6.3,98450062
2403,[18],1640,18.975,Crash,7.2,98410061
7981,"[35, 878, 28]",9397,18.006,Evolution,6.0,98376292
6849,"[878, 28, 53]",87421,43.879,Riddick,6.3,98337295
1412,"[878, 28, 12, 53]",106,63.361,Predator,7.5,98267558
6887,"[28, 18, 9648]",1428,30.544,Once Upon a Time in Mexico,6.3,98185582
8240,"[28, 35, 53, 10749]",37821,21.931,Killers,6.0,98159963
1550,"[18, 36, 10752]",8741,17.352,The Thin Red Line,7.4,98126565
4813,"[12, 35, 878]",39513,33.999,Paul,6.7,97984015
9419,"[10751, 12, 35, 10749]",11637,22.537,Are We There Yet?,5.6,97918663
8958,"[28, 35, 18]",5375,34.177,Fred Claus,5.8,97838349
4144,"[80, 9648, 53]",1817,19.571,Phone Booth,6.8,97837138
5117,"[80, 53, 9648, 35]",484247,21.677,A Simple Favor,6.6,97644617
2313,"[10749, 53]",112949,15.373,Safe Haven,7.3,97594140
6118,"[12, 28, 53]",682,28.844,The Man with the Golden Gun,6.4,97572000
1030,"[12, 16, 14, 10751]",309809,24.393,The Little Prince,7.6,97571250
5926,[27],109428,31.126,Evil Dead,6.5,97542952
6194,"[10749, 35]",7300,12.527,One Fine Day,6.4,97529550
1256,"[16, 12, 35, 10751, 14]",228326,54.5,The Book of Life,7.5,97437106
7031,"[35, 80]",449562,28.455,The Hustle,6.2,97409779
6318,"[27, 9648]",41446,37.857,Scream 4,6.4,97231420
5335,"[18, 10752]",25,28.937,Jarhead,6.6,97076152
3688,"[27, 53]",49018,48.219,Insidious,6.9,97009150
1767,"[18, 10752, 36]",853,28.658,Enemy at the Gates,7.4,96976270
3278,"[878, 28, 12, 53]",174,13.081,Star Trek VI: The Undiscovered Country,7.0,96900000
1472,"[28, 12, 878, 53]",154,15.734,Star Trek II: The Wrath of Khan,7.5,96800000
7218,"[12, 28, 35, 10749]",10303,20.057,The Jewel of the Nile,6.2,96773200
9649,"[35, 10751]",22949,22.411,Old Dogs,5.5,96753696
6347,"[53, 80, 9648]",8224,20.109,8MM,6.4,96618699
5330,"[18, 35]",8696,7.572,Calendar Girls,6.6,96542059
4717,"[35, 14, 10749]",10096,31.007,13 Going on 30,6.7,96455697
4348,"[18, 10749]",5038,19.12,Vicky Cristina Barcelona,6.8,96408652
6672,"[53, 28, 18, 80]",77866,30.062,Contraband,6.3,96262212
2905,"[28, 80]",23483,48.991,Kick-Ass,7.1,96188903
6055,"[18, 53, 9648]",14462,11.65,The Manchurian Candidate,6.4,96105964
8367,"[878, 28, 9648]",8452,16.162,The 6th Day,5.9,96085477
3960,"[35, 10749]",67660,12.148,Think Like a Man,6.9,96070507
1217,"[878, 53]",1954,35.2,The Butterfly Effect,7.5,96060858
7769,"[18, 53, 27]",48171,20.449,The Rite,6.1,96047633
1205,"[18, 35, 53]",375262,17.477,The Favourite,7.5,95918706
2484,"[35, 18, 10749]",10860,18.378,Steel Magnolias,7.2,95904091
1889,[18],10024,20.867,My Sister's Keeper,7.4,95714875
4370,"[14, 28, 53]",277,32.706,Underworld,6.8,95708457
3095,"[28, 18, 9648, 53, 80]",7485,52.47,Shooter,7.1,95696996
7694,"[12, 16, 35, 10751]",1273,23.725,TMNT,6.1,95608995
5733,"[35, 18, 10749]",13665,11.381,Arthur,6.5,95461682
5774,"[27, 53]",417384,27.963,Scary Stories to Tell in the Dark,6.5,95438172
7338,"[28, 12, 9648, 878, 53]",9620,17.461,Paycheck,6.2,95427515
3677,"[18, 10751]",62837,10.728,Dolphin Tale,6.9,95404397
6150,"[14, 28, 9648]",123553,45.037,The Mortal Instruments: City of Bones,6.4,95396573
8195,"[53, 27]",460019,37.072,Truth or Dare,6.0,95330493
1427,"[18, 36, 10752]",76758,17.496,The Flowers of War,7.5,95311434
